timestamp,ax,ay,az,label
12446,-10.5,-2.3,-1.17,Correct
12469,-10.04,-2.38,-1.66,Correct
12492,-13.75,-1.81,-6.72,Correct
12515,-3.61,-0.82,3.35,Correct
12538,-14.63,-2.24,-3.5,Correct
12561,-10.55,-0.7,-4.87,Correct
12584,-14.77,-3.82,-7.92,Correct
12607,-6.14,-4.78,5.68,Correct
12630,-12.51,0.27,-4.64,Correct
12653,-8.98,-1.97,-0.61,Correct
12676,3.57,-2.09,2.15,Correct
12699,0.79,-6.57,0.09,Correct
12722,9.49,-4.24,-0.91,Correct
12745,16.42,-2.42,19.61,Correct
12768,3.21,11.4,19.61,Correct
12791,-4.75,3.11,6.61,Correct
12814,1.36,-4.29,15.21,Correct
12837,-4.13,-1.61,8.44,Correct
12860,-0.29,-1.45,11.22,Correct
12883,-3.06,-0.45,9.22,Correct
12906,-1.94,-1.59,10.02,Correct
12929,-2.13,-3.11,8.91,Correct
12952,-1.48,-3.3,9.95,Correct
12975,-1.56,-2.39,10.05,Correct
12998,-1.23,-2.48,10.15,Correct
13021,-1.2,-2.4,10.16,Correct
13044,-1.36,-1.47,10.39,Correct
13067,-1.28,-1.14,10.54,Correct
13090,-0.71,-0.79,11.49,Correct
13113,-0.77,-1.47,10.9,Correct
13136,-2.07,-2.64,9.26,Correct
13159,-2.33,-1.8,9.09,Correct
13182,-2.3,0.9,10.72,Correct
13205,-1.7,0.85,11.2,Correct
13228,-0.43,0.13,12.5,Correct
13251,-4.07,-2.46,7.25,Correct
13274,-5.0,-1.89,6.71,Correct
13297,-4.33,-0.87,9.03,Correct
13320,-3.63,-0.57,10.06,Correct
13343,-1.77,-0.67,12.89,Correct
13366,2.99,-2.35,18.4,Correct
13389,8.54,-3.16,15.93,Correct
13412,-0.38,-2.46,-8.75,Correct
13435,-19.25,4.22,-5.26,Correct
13458,3.81,3.72,5.49,Correct
13481,-19.61,-4.62,-2.93,Correct
13504,-9.81,-1.74,-0.13,Correct
13527,-7.82,-3.99,1.35,Correct
13550,-11.02,-3.12,2.34,Correct
13573,-9.26,-2.82,1.95,Correct
13596,-9.97,-3.05,1.03,Correct
13619,-8.61,-2.4,1.38,Correct
13642,-9.74,-2.32,2.16,Correct
13665,-10.21,-1.51,1.07,Correct
13688,-9.59,-2.49,0.6,Correct
13711,-8.85,-3.38,0.37,Correct
13734,-9.38,-3.7,0.38,Correct
13757,-9.47,-3.71,-0.28,Correct
13780,-9.47,-2.89,0.31,Correct
13803,-10.68,-1.73,-0.87,Correct
13826,-9.25,-1.26,0.73,Correct
13849,-10.12,-1.71,-0.12,Correct
13872,-8.71,-1.21,1.88,Correct
13895,-10.19,-2.23,0.95,Correct
13918,-10.2,-2.28,-0.01,Correct
13941,-9.9,-2.54,-0.14,Correct
13964,-11.96,-2.89,-4.43,Correct
13987,-14.22,-0.31,-4.17,Correct
14010,-2.35,-0.79,5.45,Correct
14033,-13.71,-5.23,-4.69,Correct
14056,-14.71,-3.94,-9.69,Correct
14079,-10.01,-6.76,2.38,Correct
14102,-10.85,1.38,-2.16,Correct
14125,-12.48,-0.93,-5.01,Correct
14148,4.14,-0.76,1.51,Correct
14171,5.02,-3.23,-1.34,Correct
14194,13.01,-2.66,-0.9,Correct
14217,17.84,-10.46,19.61,Correct
14240,1.05,12.91,8.17,Correct
14263,-3.76,-2.78,13.19,Correct
14286,5.54,-2.26,10.67,Correct
14309,-4.04,-4.24,10.79,Correct
14332,-1.31,-1.47,8.84,Correct
14355,-1.18,-2.74,10.82,Correct
14378,-1.44,-5.4,8.3,Correct
14401,-1.56,-4.36,9.39,Correct
14424,-2.19,-3.1,9.44,Correct
14447,-1.64,-3.26,9.31,Correct
14470,-1.87,-5.33,8.77,Correct
14493,-1.35,-3.91,9.62,Correct
14516,-1.3,-2.01,10.03,Correct
14539,-0.83,-1.83,10.63,Correct
14562,-0.58,-2.76,10.71,Correct
14585,-0.95,-1.92,10.36,Correct
14608,-0.89,-0.82,10.41,Correct
14631,-1.33,1.8,10.94,Correct
14654,-1.73,1.55,10.89,Correct
14677,-3.47,0.86,8.63,Correct
14700,-2.01,0.79,10.82,Correct
14723,-2.77,-0.12,10.1,Correct
14746,-2.77,-0.36,9.94,Correct
14769,0.14,-2.31,12.9,Correct
14792,-2.75,-3.9,9.98,Correct
14815,-1.05,-2.56,13.74,Correct
14838,0.71,-0.47,14.77,Correct
14861,1.6,0.44,6.99,Correct
14884,-5.14,5.09,-2.52,Correct
14907,-9.2,1.46,2.72,Correct
14930,0.4,-2.5,4.75,Correct
14953,-9.88,-3.34,1.22,Correct
14976,-5.58,-5.28,-0.44,Correct
14999,-17.34,-8.57,-2.16,Correct
15022,-4.85,-6.17,2.48,Correct
15045,-12.61,-3.66,1.14,Correct
15068,-8.32,-5.54,1.17,Correct
15091,-9.33,-4.66,0.71,Correct
15114,-8.58,-2.77,1.01,Correct
15137,-9.11,-2.8,1.91,Correct
15160,-9.6,-1.99,1.09,Correct
15183,-9.28,-1.33,0.86,Correct
15206,-9.24,-1.52,0.91,Correct
15229,-9.77,-2.32,0.35,Correct
15252,-9.22,-2.19,0.49,Correct
15275,-10.22,-1.95,0.06,Correct
15298,-10.24,-2.68,-0.89,Correct
15321,-9.52,-3.19,-0.5,Correct
15344,-9.41,-2.94,0.28,Correct
15367,-9.09,-3.25,0.69,Correct
15390,-10.33,-2.95,-0.71,Correct
15413,-8.46,-3.0,0.69,Correct
15436,-9.5,-3.34,-0.25,Correct
15459,-9.45,-3.33,-0.48,Correct
15482,-10.41,-2.75,-1.75,Correct
15505,-6.17,-2.29,3.27,Correct
15528,-13.47,-1.97,-4.94,Correct
15551,-15.07,-1.87,-8.52,Correct
15574,-11.28,-3.82,-3.61,Correct
15597,-7.52,-3.27,0.98,Correct
15620,-12.75,0.32,-4.74,Correct
15643,-4.96,-0.78,-0.43,Correct
15666,2.23,-3.37,2.16,Correct
15689,0.66,-5.87,-2.95,Correct
15712,9.37,-4.96,3.43,Correct
15735,14.48,-1.9,19.61,Correct
15758,4.15,5.52,19.61,Correct
15781,-2.89,0.82,8.21,Correct
15804,-0.3,-2.0,13.21,Correct
15827,-1.42,-2.54,9.56,Correct
15850,-1.12,-1.52,10.74,Correct
15873,-1.75,0.21,9.67,Correct
15896,-2.0,-1.47,9.85,Correct
15919,-1.4,-2.71,9.54,Correct
15942,-1.29,-3.23,9.85,Correct
15965,-1.28,-2.21,9.8,Correct
15988,-1.06,-2.8,10.29,Correct
16011,-0.83,-2.56,10.31,Correct
16034,-0.82,-2.89,10.69,Correct
16057,-0.34,-1.95,11.17,Correct
16080,-1.76,-2.06,10.08,Correct
16103,-1.95,-1.5,9.5,Correct
16126,-1.94,-1.0,9.89,Correct
16149,-2.8,-0.69,9.5,Correct
16172,-3.0,-0.73,9.39,Correct
16195,-2.82,-0.44,9.52,Correct
16218,-2.56,-0.44,10.13,Correct
16241,-1.96,-0.66,11.08,Correct
16264,-0.37,-1.87,12.93,Correct
16287,-1.43,-4.82,10.47,Correct
16310,-1.86,-5.07,13.06,Correct
16333,3.05,-4.31,16.55,Correct
16356,6.74,-4.31,9.87,Correct
16379,-1.9,-0.49,-5.02,Correct
16402,-16.55,-3.55,-3.76,Correct
16425,5.39,-1.51,5.18,Correct
16448,-19.57,-4.31,-6.32,Correct
16471,-6.84,-3.87,-0.67,Correct
16494,-16.54,-11.34,-3.28,Correct
16517,-8.96,-2.18,2.3,Correct
16540,-9.57,-1.27,1.07,Correct
16563,-9.13,-2.31,1.78,Correct
16586,-9.01,-1.76,2.71,Correct
16609,-10.58,-0.21,1.6,Correct
16632,-10.18,-0.57,1.14,Correct
16655,-9.45,-0.82,1.27,Correct
16678,-8.89,-1.87,1.81,Correct
16701,-9.47,-2.38,0.96,Correct
16724,-10.3,-2.55,-0.76,Correct
16747,-10.41,-2.67,-0.41,Correct
16770,-10.42,-3.0,-1.38,Correct
16793,-8.76,-3.21,1.64,Correct
16816,-10.32,-3.14,-0.91,Correct
16839,-10.03,-3.16,-0.11,Correct
16862,-9.1,-2.45,0.17,Correct
16885,-10.28,-1.3,2.63,Correct
16908,-9.48,-2.38,1.02,Correct
16931,-6.89,-3.8,3.47,Correct
16954,-9.78,-3.64,1.87,Correct
16977,-10.52,-2.57,-0.43,Correct
17000,-10.66,-2.33,-1.1,Correct
17023,-10.79,-2.46,-1.96,Correct
17046,-14.4,-0.57,-5.0,Correct
17069,-6.79,7.47,6.41,Correct
17092,-13.11,4.69,1.7,Correct
17115,-10.54,3.17,1.47,Correct
17138,-13.37,2.86,-3.08,Correct
17161,-3.36,0.07,1.4,Correct
17184,-2.3,-2.84,0.76,Correct
17207,2.6,-5.67,-3.01,Correct
17230,11.43,-8.67,7.61,Correct
17253,9.25,-6.16,19.61,Correct
17276,1.44,2.05,15.78,Correct
17299,-0.09,-1.29,13.07,Correct
17322,-0.17,-4.76,10.22,Correct
17345,0.06,-3.76,10.64,Correct
17368,-1.41,-0.62,10.13,Correct
17391,-1.36,-0.58,10.24,Correct
17414,-1.71,-2.37,9.3,Correct
17437,-1.58,-3.58,9.51,Correct
17460,-1.58,-2.86,9.26,Correct
17483,-1.19,-1.68,10.08,Correct
17506,-1.09,-0.91,10.33,Correct
17529,0.26,-1.43,12.03,Correct
17552,-0.02,-3.25,11.24,Correct
17575,-2.12,-4.3,8.15,Correct
17598,-1.72,-2.91,9.43,Correct
17621,-1.8,-0.24,10.1,Correct
17644,-2.64,1.47,9.91,Correct
17667,-2.81,1.23,9.8,Correct
17690,-2.89,-0.18,9.43,Correct
17713,-3.0,-1.62,9.04,Correct
17736,-2.36,-2.45,9.44,Correct
17759,-0.56,-2.36,11.57,Correct
17782,-2.38,-1.6,9.73,Correct
17805,-3.5,-2.24,8.29,Correct
17828,-0.64,-2.98,11.98,Correct
17851,-2.53,-5.83,9.34,Correct
17874,-2.44,-4.76,10.58,Correct
17897,-1.11,-3.97,12.08,Correct
17920,0.23,-2.08,12.34,Correct
17943,2.09,-2.8,11.77,Correct
17966,1.27,-4.71,4.41,Correct
17989,-6.67,-0.41,-3.87,Correct
18012,-5.12,-4.07,3.38,Correct
18035,-9.72,-0.89,-2.26,Correct
18058,-11.96,-3.04,-0.36,Correct
18081,-12.38,-1.68,-0.9,Correct
18104,-10.6,-4.68,-0.29,Correct
18127,-11.01,-2.45,0.71,Correct
18150,-8.75,-2.9,2.73,Correct
18173,-9.03,-4.38,0.71,Correct
18196,-9.75,-3.51,1.38,Correct
18219,-7.93,-2.11,3.0,Correct
18242,-10.99,-1.17,0.32,Correct
18265,-9.51,-0.88,1.37,Correct
18288,-9.07,-0.99,2.36,Correct
18311,-10.07,-1.76,0.96,Correct
18334,-9.41,-2.38,0.61,Correct
18357,-9.96,-2.23,0.4,Correct
18380,-8.82,-2.78,1.63,Correct
18403,-10.17,-2.78,-0.03,Correct
18426,-8.35,-3.03,1.93,Correct
18449,-10.31,-3.11,-0.18,Correct
18472,-8.38,-2.61,1.89,Correct
18495,-9.64,-2.76,0.83,Correct
18518,-8.33,-3.03,2.28,Correct
18541,-9.37,-2.91,1.02,Correct
18564,-9.85,-2.82,0.58,Correct
18587,-10.05,-2.53,-0.0,Correct
18610,-12.97,-1.49,-4.53,Correct
18633,-14.39,-1.27,-6.74,Correct
18656,-12.34,-1.68,-5.71,Correct
18679,-7.24,-4.11,2.29,Correct
18702,-12.83,1.08,-1.33,Correct
18725,-11.48,-3.68,-2.2,Correct
18748,-1.15,-0.72,1.98,Correct
18771,1.73,-4.31,2.39,Correct
18794,1.75,-4.41,0.98,Correct
18817,2.74,-4.04,-0.26,Correct
18840,13.25,-4.82,19.61,Correct
18863,4.32,5.88,19.61,Correct
18886,-3.63,0.61,8.2,Correct
18909,1.12,-0.96,14.04,Correct
18932,-1.14,-2.62,9.66,Correct
18955,-0.94,-3.04,10.74,Correct
18978,-1.97,-0.7,9.57,Correct
19001,-2.06,-1.14,9.66,Correct
19024,-1.74,-2.51,9.5,Correct
19047,-1.41,-2.73,9.88,Correct
19070,-1.41,-2.81,9.84,Correct
19093,-1.47,-2.19,9.94,Correct
19116,-1.39,-1.45,10.07,Correct
19139,-1.44,-1.51,9.93,Correct
19162,-1.24,-1.32,10.26,Correct
19185,-0.95,-1.35,10.61,Correct
19208,0.02,-1.69,11.78,Correct
19231,-0.84,-1.8,11.0,Correct
19254,0.07,-1.5,11.73,Correct
19277,-1.63,-0.77,9.81,Correct
19300,-2.3,-0.41,9.26,Correct
19323,-3.12,-0.29,9.02,Correct
19346,-3.38,-0.1,9.05,Correct
19369,-3.16,0.34,9.47,Correct
19392,-3.4,0.44,9.42,Correct
19415,-1.77,-0.58,11.22,Correct
19438,-1.34,-3.08,11.72,Correct
19461,-3.47,-5.13,9.02,Correct
19484,0.26,-2.31,14.1,Correct
19507,4.08,-3.45,16.21,Correct
19530,8.21,-5.37,8.33,Correct
19553,-9.8,2.5,-13.8,Correct
19576,-10.87,-9.91,5.77,Correct
19599,-2.24,0.49,0.87,Correct
19622,-13.86,-5.52,1.05,Correct
19645,-11.04,-4.68,-0.32,Correct
19668,-12.18,-6.88,0.78,Correct
19691,-8.81,-4.11,2.43,Correct
19714,-10.55,-1.11,2.7,Correct
19737,-9.48,-3.41,1.84,Correct
19760,-10.27,-1.95,1.37,Correct
19783,-8.99,-1.97,1.73,Correct
19806,-10.12,-1.72,1.16,Correct
19829,-8.89,-2.41,1.29,Correct
19852,-9.05,-3.07,1.72,Correct
19875,-10.53,-3.13,-0.25,Correct
19898,-9.03,-3.34,0.33,Correct
19921,-9.75,-3.1,-0.2,Correct
19944,-8.83,-3.03,0.65,Correct
19967,-9.58,-2.91,0.18,Correct
19990,-9.74,-2.65,1.0,Correct
20013,-10.64,-2.49,-0.25,Correct
20036,-9.1,-2.39,1.2,Correct
20059,-9.32,-2.56,1.72,Correct
20082,-8.78,-3.01,0.97,Correct
20105,-9.09,-3.33,0.67,Correct
20128,-9.11,-3.07,0.66,Correct
20151,-9.54,-2.65,0.57,Correct
20174,-8.96,-2.24,1.79,Correct
20197,-10.36,-2.34,-0.16,Correct
20220,-12.59,-1.77,-4.49,Correct
20243,-13.23,-1.81,-4.87,Correct
20266,-13.31,-3.14,-6.12,Correct
20289,-7.19,-6.28,4.59,Correct
20312,-11.82,-0.5,-0.43,Correct
20335,-11.75,-1.88,-2.57,Correct
20358,-4.27,-1.75,-0.97,Correct
20381,2.16,-5.87,1.48,Correct
20404,2.35,-4.7,-2.33,Correct
20427,11.11,-5.07,4.46,Correct
20450,14.46,-1.26,19.61,Correct
20473,-2.02,6.22,7.4,Correct
20496,2.36,-1.91,16.66,Correct
20519,-2.22,-1.62,9.57,Correct
20542,-0.25,-1.82,10.71,Correct
20565,-1.67,-0.69,10.33,Correct
20588,-1.95,-0.89,10.2,Correct
20611,-1.73,-2.18,9.58,Correct
20634,-1.52,-2.64,9.65,Correct
20657,-1.56,-2.39,9.56,Correct
20680,-1.59,-2.75,9.74,Correct
20703,-1.63,-2.44,9.86,Correct
20726,-1.58,-1.8,10.0,Correct
20749,-1.51,-0.82,9.85,Correct
20772,-1.79,-2.42,9.45,Correct
20795,-1.91,-2.88,9.49,Correct
20818,-1.85,-2.17,9.8,Correct
20841,-1.73,-2.25,9.8,Correct
20864,-1.63,-2.15,9.93,Correct
20887,-1.74,-1.14,10.01,Correct
20910,-1.54,-1.18,10.45,Correct
20933,-1.85,-2.33,9.97,Correct
20956,-1.72,-2.75,9.84,Correct
20979,-2.23,-2.43,9.47,Correct
21002,-1.3,-1.22,10.7,Correct
21025,-0.51,0.25,12.54,Correct
21048,-3.08,-0.03,9.59,Correct
21071,-4.24,-0.24,7.57,Correct
21094,-3.77,-1.45,8.53,Correct
21117,-2.66,-1.75,10.26,Correct
21140,-1.95,-2.46,10.58,Correct
21163,-4.64,-3.32,7.29,Correct
21186,-5.09,-2.8,7.18,Correct
21209,-3.97,-2.25,8.98,Correct
21232,-4.91,-2.28,7.81,Correct
21255,-5.13,-3.25,7.21,Correct
21278,-4.22,-3.2,9.02,Correct
21301,-1.21,-4.05,13.41,Correct
21324,1.88,-5.28,13.92,Correct
21347,-0.37,-5.69,4.91,Correct
21370,-6.6,-4.51,0.18,Correct
21393,-3.35,-2.73,4.9,Correct
21416,-8.15,0.19,0.26,Correct
21439,-9.4,-0.74,0.09,Correct
21462,-19.61,2.62,1.86,Correct
21485,-5.45,1.85,2.64,Correct
21508,-10.82,-3.44,1.42,Correct
21531,-7.4,-3.88,2.41,Correct
21554,-8.31,-4.23,0.84,Correct
21577,-9.09,-4.15,1.88,Correct
21600,-10.26,-3.78,0.51,Correct
21623,-8.79,-3.5,1.16,Correct
21646,-10.33,-2.85,0.12,Correct
21669,-8.75,-2.81,1.47,Correct
21692,-9.07,-2.77,0.75,Correct
21715,-8.52,-2.8,2.21,Correct
21738,-11.28,-2.13,-0.88,Correct
21761,-7.33,-2.14,2.27,Correct
21784,-8.57,-2.51,2.2,Correct
21807,-10.44,-2.45,-0.22,Correct
21830,-9.58,-2.02,0.58,Correct
21853,-8.8,-1.98,1.57,Correct
21876,-10.63,-2.01,-0.16,Correct
21899,-9.41,-2.04,-0.3,Correct
21922,-8.89,-2.74,0.03,Correct
21945,-13.68,-3.65,-5.55,Correct
21968,-12.47,-3.63,-5.41,Correct
21991,-11.2,-3.73,1.33,Correct
22014,-9.79,-0.22,-0.91,Correct
22037,-11.18,-2.55,-1.41,Correct
22060,-8.73,-2.04,-0.02,Correct
22083,-5.44,-0.19,0.78,Correct
22106,1.26,-1.91,1.51,Correct
22129,-0.14,-3.94,0.6,Correct
22152,14.34,-1.5,13.64,Correct
22175,3.94,-2.31,19.61,Correct
22198,-0.74,2.04,11.03,Correct
22221,0.45,-1.42,14.61,Correct
22244,-0.88,-2.5,10.96,Correct
22267,-1.11,-2.26,10.3,Correct
22290,-1.15,-1.58,10.43,Correct
22313,-1.0,-1.77,10.49,Correct
22336,-1.3,-2.77,9.77,Correct
22359,-1.46,-3.35,9.89,Correct
22382,-1.3,-2.6,9.66,Correct
22405,-1.44,-2.37,9.75,Correct
22428,-1.61,-2.76,9.75,Correct
22451,-1.87,-2.89,9.33,Correct
22474,-1.64,-2.22,9.68,Correct
22497,-1.58,-1.92,10.25,Correct
22520,-1.63,-2.12,10.09,Correct
22543,-2.41,-2.38,9.52,Correct
22566,-2.48,-2.92,9.17,Correct
22589,-2.21,-2.76,9.61,Correct
22612,-2.17,-2.03,9.69,Correct
22635,-3.11,-1.85,8.89,Correct
22658,-2.73,-2.05,9.18,Correct
22681,-2.89,-1.8,9.45,Correct
22704,-0.37,-1.54,12.55,Correct
22727,-1.39,-1.75,11.33,Correct
22750,-1.39,-3.56,10.74,Correct
22773,-2.15,-3.37,9.18,Correct
22796,0.83,-2.89,12.65,Correct
22819,3.19,-4.3,19.61,Correct
22842,10.37,-4.29,11.61,Correct
22865,-5.87,1.0,-11.68,Correct
22888,-15.67,-4.73,-1.11,Correct
22911,-2.23,0.55,0.86,Correct
22934,-18.0,-6.55,-2.46,Correct
22957,-10.24,-3.99,-2.44,Correct
22980,-10.91,-5.22,0.83,Correct
23003,-9.95,-1.96,2.26,Correct
23026,-10.25,-0.91,2.05,Correct
23049,-9.84,-3.64,1.0,Correct
23072,-8.27,-2.99,2.45,Correct
23095,-10.02,-1.99,2.0,Correct
23118,-10.41,-2.13,1.45,Correct
23141,-8.12,-2.59,2.2,Correct
23164,-9.34,-2.59,1.54,Correct
23187,-9.59,-2.71,2.39,Correct
23210,-9.53,-2.53,0.98,Correct
23233,-8.93,-2.79,1.18,Correct
23256,-8.93,-3.46,0.79,Correct
23279,-9.24,-3.37,0.72,Correct
23302,-9.03,-3.1,1.24,Correct
23325,-8.6,-3.34,2.37,Correct
23348,-9.45,-3.81,1.05,Correct
23371,-8.94,-4.07,1.0,Correct
23394,-8.72,-3.76,1.82,Correct
23417,-9.71,-3.19,0.93,Correct
23440,-9.21,-2.19,1.28,Correct
23463,-9.19,-1.77,1.57,Correct
23486,-10.9,-1.25,-0.35,Correct
23509,-10.4,-0.99,-0.29,Correct
23532,-3.7,-2.45,8.01,Correct
23555,-12.22,-1.79,0.29,Correct
23578,-13.04,-0.06,-6.27,Correct
23601,-17.88,-6.2,-6.12,Correct
23624,-10.41,1.69,-0.28,Correct
