timestamp,ax,ay,az,label
13246,-11.2,-2.46,0.38,Err2
13269,-8.46,-4.11,2.67,Err2
13292,-8.41,-1.38,1.2,Err2
13315,-8.11,-1.9,2.97,Err2
13338,-10.13,-2.52,0.85,Err2
13361,-9.88,-2.51,0.69,Err2
13384,-10.17,-2.54,0.32,Err2
13407,-9.47,-2.64,0.84,Err2
13430,-9.5,-3.21,0.69,Err2
13453,-9.61,-3.19,0.79,Err2
13476,-9.18,-2.39,1.68,Err2
13499,-9.66,-2.5,1.03,Err2
13522,-9.58,-2.6,1.09,Err2
13545,-10.65,-2.87,-0.98,Err2
13568,-10.73,-3.64,-1.09,Err2
13591,-9.59,-2.64,1.06,Err2
13614,-9.32,-3.63,4.57,Err2
13637,-4.38,1.34,7.19,Err2
13660,-9.25,-0.04,3.49,Err2
13683,-10.01,-0.12,2.97,Err2
13706,-7.53,-1.19,5.08,Err2
13729,-8.3,-1.67,4.74,Err2
13752,-7.15,-2.35,5.42,Err2
13775,-7.57,-2.72,4.75,Err2
13798,-6.64,-2.32,5.89,Err2
13821,-6.86,-2.93,5.66,Err2
13844,-6.07,-3.61,6.57,Err2
13867,-6.69,-3.53,6.0,Err2
13890,-6.13,-3.22,6.44,Err2
13913,-5.67,-3.31,7.11,Err2
13936,-5.49,-3.47,7.44,Err2
13959,-5.27,-3.22,7.81,Err2
13982,-5.24,-3.27,7.85,Err2
14005,-5.2,-3.54,7.73,Err2
14028,-5.38,-3.37,7.88,Err2
14051,-5.42,-2.72,8.04,Err2
14074,-4.66,-2.75,8.89,Err2
14097,-5.36,-2.75,7.85,Err2
14120,-5.03,-2.86,8.37,Err2
14143,-5.22,-2.36,8.21,Err2
14166,-5.17,-1.86,8.43,Err2
14189,-4.93,-1.75,8.6,Err2
14212,-4.25,-1.94,9.32,Err2
14235,-5.49,-1.64,7.86,Err2
14258,-6.58,-2.07,6.62,Err2
14281,-6.35,-2.21,6.82,Err2
14304,-6.24,-2.45,6.75,Err2
14327,-3.85,-2.4,9.55,Err2
14350,-7.16,-2.61,5.42,Err2
14373,-6.11,-3.9,5.94,Err2
14396,-6.11,-5.3,5.23,Err2
14419,-7.16,-5.39,4.32,Err2
14442,-6.8,-4.17,4.99,Err2
14465,-8.94,-3.15,2.5,Err2
14488,-10.3,-2.0,3.73,Err2
14511,-9.55,-0.98,2.91,Err2
14534,-9.54,-1.3,3.01,Err2
14557,-10.03,-0.36,1.01,Err2
14580,-8.66,-1.05,3.38,Err2
14603,-9.62,-1.3,1.98,Err2
14626,-9.59,-1.55,1.84,Err2
14649,-9.75,-1.85,1.03,Err2
14672,-9.58,-2.11,0.93,Err2
14695,-9.49,-2.66,1.11,Err2
